video_id,title,published_at,view_count,like_count,category_id,is_music,member_id,member_name,generation,unit
QcL_mod0KkU,남자화장실의 비밀을 알아버렸다... [ 컨텐츠 ],2024-07-07,145616,4102,10,True,neneko_mashiro,네네코 마시로,2,Universe
DvFUMLxvyvw,댄스 로봇 댄스 (ダンスロボットダンス) / 네네코 마시로 Cover,2024-07-05,620112,6065,10,True,neneko_mashiro,네네코 마시로,2,Universe
LMxLlIn3yn0,좀 그래 ... [ 띵타이쿤 ],2024-03-06,92849,1951,10,True,neneko_mashiro,네네코 마시로,2,Universe
pyTrIbK8afQ,초고텐션 솔랭  [ 롤 ],2024-03-03,102250,2375,10,True,neneko_mashiro,네네코 마시로,2,Universe
momZDKYPBvc,시로야 아저씨랑 까까먹으로 갈까?? #마시로 #스텔라이브 #고양이 #shorts,2024-03-02,389972,18167,10,True,neneko_mashiro,네네코 마시로,2,Universe
852BFGMqo0g,일본풍 공포게임... [ 지사츠 ],2024-02-29,48181,1464,10,True,neneko_mashiro,네네코 마시로,2,Universe
JpUl6kypfFM,이상한 소리 내는 고양이 #마시로 #스텔라이브 #고양이,2024-02-27,95355,5002,10,True,neneko_mashiro,네네코 마시로,2,Universe
KuKfHkY6xA0,"오리지널곡 "" Milky Way "" 후일담!",2024-02-24,41996,1588,10,True,neneko_mashiro,네네코 마시로,2,Universe
n0svrSXBaQg,찾았다...운명의 남자 [ 휴먼 폴 플렛 ],2024-02-19,24408,1100,10,True,neneko_mashiro,네네코 마시로,2,Universe
0nVQggWAzyE,츄 다양성 (ちゅ、多様性 ) / 네네코 마시로 Cover,2024-02-18,898266,7373,10,True,neneko_mashiro,네네코 마시로,2,Universe
66axQApR3rM,우주 비행사의 노래 [うちゅうひこうしのうた] 마시로 cover,2023-12-25,578879,6115,10,True,neneko_mashiro,네네코 마시로,2,Universe
DusEsVap43Y,겠냐 [ 마인크래프트 ],2023-11-15,111892,0,10,True,neneko_mashiro,네네코 마시로,2,Universe
SSS67cjAQcU,귀여워서 미안해 [ 可愛くてごめん ] 마시로 cover  #마시로 #스텔라이브 #vtuber #cover #고양이 #귀여워서_미안해 #可愛くてごめん,2023-11-14,293465,15578,10,True,neneko_mashiro,네네코 마시로,2,Universe
gbqGQj5ZpIQ,자다깨니 야자수 (寝起きヤシの木) 마시로 cover #마시로 #스텔라이브 #vtuber #고양이 #cover #자다깨니_야자수 #寝起きヤシの木,2023-11-13,220219,10317,10,True,neneko_mashiro,네네코 마시로,2,Universe
VJs5TNNxehQ,마시로 粛聖!!ロリ神レクイエム☆ #마시로 #스텔라이브 #vtuber #고양이 #粛聖!!ロリ神レクイエム #로리신 #시구레우이,2023-11-01,128821,5791,10,True,neneko_mashiro,네네코 마시로,2,Universe
pnU-h63twZM,Pale (MIMI) / 네네코 마시로 Cover,2023-10-21,1804029,0,10,True,neneko_mashiro,네네코 마시로,2,Universe
mFph7olJexc,원하는 노래가 없어 아쉬웠던 당신을 위한 거짓말 같은 플레이리스트 #vtuber #shorts #cover,2026-04-01,213947,15503,10,True,akane_lize,아카네 리제,2,Universe
